idItinerario,codigoAeropuerto,nombreAeropuerto
1979,PTG,"Pietersburg, South Africa"
1980,PZB,"Pietermaritzburg, South Africa   Pietermaritzburg Airport"
1981,PIW,"Pikwitonei, Manitoba, Canada"
1982,PIP,"Pilot Point, Alaska, USA   Pilot Point Airport"
1983,UGB,"Pilot Point, Alaska, USA   Ugashik Bay Airport"
1984,PSA,"Pisa, Italy G Galilei"
1985,AGC,"Pittsburgh/Allegheny County, PA, USA"
1986,PIT,"Pittsburgh, PA, USA Greater Pit Intnl Airport"
1987,THU,"Pituffik, Greenland Thule Airport"
1988,PIU,"Piura, Peru   Piura Airport"
1989,PTU,"Platinum, Alaska, USA   Platinum Airport"
1990,PLB,"Plattsburgh, NY, USA"
1991,PXU,"Pleiku, Vietnam   Pleiku Airport"
1992,PLH,"Plymouth, England, United Kingdom Plymouth Airport"
1993,PIH,"Pocatello, ID, USA"
1994,TGD,"Podgorica, Yugoslavia Golubovci"
1995,KPO,"Pohang, South Korea Na"
1996,PNI,"Pohnpei, Caroline Islands, Micronesia Pohnpei International"
1997,PHO,"Point Hope, AK, USA Point Hope"
1998,PTP,"Pointe A Pitre, Guadeloupe Le Raizet"
1999,PNR,"Pointe Noire, Congo Pointe Noire"
2000,XPX,"PointeAuxTrembles, Quebec, Canada Pointe Aux Trembles / Via Rail Service"
